7/10/2015, Circle Left, Lynn Ackerson, (Rodney Miller and Daniel Steinberg)
10/27/2013, Hayward, Celia Ramsey, Ratnip [CO] (Caroline McKaskey, Howard Booster, Alan Snyder)
11/24/2013, Hayward, Kalia Kliban, Swing Farm (Ray Bierl, Markie Sanders, Charlie Hancock)
12/22/2013, Hayward, Kristin Seibert [NC], The wiNgNuts (Chris Knepper, Will Wheeler, Christie Hubbard)
12/29/2013, Hayward, Jean Gibson-Gorrindo, (Lee Anne Welch, Andy Imbrei, Joe Weed)
1/26/2014, Hayward, Susan Michaels [SoCal], Euphoria [SoCal] (Franke Hoppe, Jeff Spero, Kurt McInnis)
2/23/2014, Hayward, Andy Shore, Uncle Farmer (Jim Oakden, Ben Schreiber)
3/23/2014, Hayward, Woody Lane [OR], The Crabapples (Marta Lynch, Bob Silberstein, Norm Cotton, Teresa Fife)
3/30/2014, Hayward, Jeremy Korr [SoCal], The Nettles [OR] (Laura Johnsrude, Kevin Johnsrude, Michael) 
4/27/2014, Hayward, Kelsey Hartman, Common Ground (Deniz Akin,  Derya Akin, Molly McNeil, Makulumy Alexander-Hills, Kunal Sahasrabuddhen)
6/29/2014, Hayward, Robin Steen, Stringfire (Erik Ievans, James McQueen, Patti Cobb)
7/27/2014, Hayward, Yoyo Zhou, Raggedy Annes (Anne Goess, Andy Eggleston, Charlie Hancock)
8/24/2014, Hayward, Mavis McGaugh, BLAM! (Bob Silberstein, Elizabeth Todd, Marta Lynch)
8/31/2014, Hayward, Lynn Ackerson, (Blaine Sprouse, Ray Bierl, Markie Sanders)
9/28/2014, Hayward, Multiple, (Michelle Levy, Jim Oakden)
10/26/2014, Hayward, Susan Pleck, The Rosin Doctors (Topher Gayle, Dan Engle, Erik Hoffman)
11/23/2014, Hayward, Kelsey Hartman, Hillbillies from Mars (Paul Kotapish, Ray Bierl, Kevin Carr, Daniel Steinberg)
11/30/2014, Hayward, Frannie Mar [SoCal], The wiNgNuts (Chris Knepper, Christie Hubbard & Will Wheeler)
12/28/2014, Hayward, Kalia Kliban, StringFire (Erik Ievans, Patti Cobb, James McQueen, Annie Rodier)
1/25/2015, Hayward, Eric Black, Star Thistle ()
2/22/2015, Hayward, Susan Petrick, Common Farmer (Deniz Aikin, Derya Aikin, Ben Schreiber)
3/22/2105, Hayward, Andy Shore, Stolen Goods (Ruthie Byers, Ben Kuhn, Will Wheeler)
4/19/2015, Hayward, Kelsey Hartman, (Rodney Miller [NH], Jeff Spiro [SoCal])
5/26/2015, Hayward, Tina Fields, StringFire (Erik Ievans, Patti Cobb, James McQueen, Annie Rodier, Shira Kammen)
5/31/2015, Hayward, Gaye Fifer, Coffee Zombies ()
6/28/2015, Hayward, Susan Petrick, The Rosin Doctors (Topher Gayle, Dan Engle, Erik Hoffman)
7/26/2015, Hayward, Jean Gibson-Gorrindo, The CrabApples (Marta Lynch, Bob Silberstein, Norm Cotton, Teresa Fife)
8/23/2015, Hayward, Jon Southard, Steam [AZ] ()
8/30/2015, Hayward, Lynn Ackerson, (Larry Ungar [MA], Audrey Knuth [MA])
9/27/2015, Hayward, Multiple, (Jim Oakden, Michelle Levy)
